Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
2/8/2023,New Jersey,2021,18,5/8/2021,1471.00,1383.00,40.00,272.00,38.00,42.00,23.00,39.00,45.00,24.00,19.00,352.00,78.00,173.00,151.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,19,5/15/2021,1478.00,1362.00,29.00,305.00,35.00,39.00,16.00,47.00,31.00,23.00,22.00,341.00,66.00,138.00,125.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,20,5/22/2021,1466.00,1340.00,28.00,302.00,28.00,37.00,14.00,45.00,43.00,43.00,22.00,341.00,67.00,88.00,70.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,21,5/29/2021,1331.00,1216.00,34.00,265.00,25.00,42.00,15.00,47.00,36.00,28.00,17.00,298.00,64.00,90.00,71.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,22,6/5/2021,1432.00,1312.00,31.00,321.00,32.00,35.00,16.00,48.00,32.00,34.00,21.00,364.00,69.00,51.00,37.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,23,6/12/2021,1343.00,1209.00,35.00,267.00,41.00,55.00,21.00,32.00,22.00,26.00,20.00,324.00,74.00,26.00,17.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,24,6/19/2021,1359.00,1228.00,36.00,267.00,37.00,27.00,13.00,51.00,32.00,23.00,21.00,346.00,70.00,49.00,37.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,25,6/26/2021,1374.00,1262.00,42.00,319.00,29.00,38.00,16.00,44.00,38.00,31.00,19.00,318.00,60.00,25.00,16.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,26,7/3/2021,1380.00,1235.00,24.00,303.00,31.00,37.00,16.00,50.00,31.00,28.00,20.00,325.00,65.00,35.00,26.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,27,7/10/2021,1387.00,1254.00,30.00,268.00,36.00,49.00,12.00,41.00,30.00,34.00,31.00,340.00,68.00,27.00,17.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,28,7/17/2021,1300.00,1190.00,32.00,265.00,38.00,35.00,17.00,53.00,35.00,27.00,21.00,327.00,65.00,31.00,23.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,29,7/24/2021,1371.00,1257.00,35.00,298.00,37.00,41.00,16.00,58.00,25.00,30.00,25.00,291.00,56.00,28.00,20.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,30,7/31/2021,1373.00,1248.00,34.00,279.00,48.00,28.00,18.00,50.00,30.00,26.00,17.00,342.00,66.00,33.00,28.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,31,8/7/2021,1396.00,1266.00,34.00,311.00,32.00,32.00,20.00,50.00,30.00,24.00,17.00,315.00,50.00,40.00,40.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,32,8/14/2021,1431.00,1305.00,46.00,284.00,42.00,48.00,16.00,49.00,25.00,32.00,24.00,314.00,70.00,76.00,67.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,33,8/21/2021,1462.00,1324.00,35.00,306.00,46.00,35.00,22.00,49.00,32.00,32.00,22.00,321.00,70.00,91.00,75.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,34,8/28/2021,1489.00,1368.00,33.00,282.00,25.00,44.00,27.00,46.00,34.00,22.00,29.00,377.00,60.00,105.00,90.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,35,9/4/2021,1526.00,1375.00,38.00,308.00,39.00,35.00,23.00,28.00,29.00,22.00,26.00,358.00,81.00,118.00,105.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,36,9/11/2021,1532.00,1400.00,38.00,310.00,34.00,44.00,25.00,40.00,19.00,29.00,27.00,348.00,68.00,123.00,111.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,37,9/18/2021,1576.00,1468.00,45.00,315.00,28.00,42.00,27.00,49.00,32.00,26.00,32.00,345.00,75.00,137.00,122.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,38,9/25/2021,1549.00,1425.00,39.00,288.00,41.00,41.00,23.00,50.00,37.00,33.00,31.00,331.00,76.00,154.00,137.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,39,10/2/2021,1507.00,1369.00,29.00,317.00,39.00,43.00,23.00,47.00,36.00,35.00,20.00,300.00,67.00,130.00,117.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,40,10/9/2021,1594.00,1460.00,50.00,319.00,37.00,47.00,27.00,48.00,32.00,27.00,20.00,317.00,89.00,130.00,116.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,41,10/16/2021,1546.00,1415.00,50.00,305.00,41.00,29.00,16.00,56.00,42.00,23.00,26.00,332.00,73.00,121.00,114.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,42,10/23/2021,1526.00,1397.00,46.00,298.00,42.00,48.00,22.00,43.00,36.00,28.00,27.00,331.00,60.00,116.00,106.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,43,10/30/2021,1570.00,1455.00,43.00,305.00,39.00,49.00,24.00,54.00,37.00,31.00,30.00,336.00,77.00,107.00,99.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,44,11/6/2021,1642.00,1497.00,41.00,309.00,41.00,53.00,30.00,49.00,36.00,37.00,35.00,400.00,75.00,104.00,89.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,45,11/13/2021,1560.00,1448.00,36.00,295.00,36.00,59.00,25.00,55.00,39.00,24.00,12.00,360.00,64.00,89.00,77.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,46,11/20/2021,1492.00,1377.00,37.00,299.00,28.00,52.00,20.00,43.00,37.00,30.00,19.00,351.00,50.00,81.00,73.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,47,11/27/2021,1609.00,1503.00,40.00,306.00,41.00,58.00,22.00,52.00,36.00,32.00,31.00,379.00,81.00,87.00,73.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,48,12/4/2021,1627.00,1527.00,34.00,300.00,41.00,60.00,27.00,54.00,45.00,53.00,27.00,363.00,72.00,112.00,95.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,49,12/11/2021,1654.00,1539.00,32.00,291.00,40.00,44.00,26.00,52.00,42.00,26.00,26.00,399.00,89.00,143.00,125.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,50,12/18/2021,1724.00,1620.00,50.00,287.00,43.00,51.00,24.00,64.00,47.00,36.00,30.00,390.00,95.00,179.00,158.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,51,12/25/2021,1754.00,1646.00,43.00,333.00,37.00,42.00,24.00,48.00,44.00,36.00,32.00,404.00,80.00,205.00,186.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2021,52,1/1/2022,1966.00,1842.00,34.00,287.00,72.00,47.00,24.00,62.00,43.00,38.00,32.00,420.00,75.00,380.00,335.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2022,1,1/8/2022,2317.00,2189.00,59.00,298.00,55.00,53.00,34.00,75.00,41.00,51.00,28.00,488.00,71.00,658.00,558.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2022,2,1/15/2022,2522.00,2396.00,45.00,300.00,71.00,70.00,24.00,68.00,48.00,34.00,22.00,499.00,74.00,810.00,686.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2022,3,1/22/2022,2452.00,2320.00,41.00,332.00,68.00,74.00,25.00,70.00,54.00,39.00,34.00,471.00,79.00,764.00,651.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2022,4,1/29/2022,2169.00,2052.00,47.00,309.00,45.00,70.00,24.00,55.00,40.00,41.00,24.00,417.00,90.00,605.00,505.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2022,5,2/5/2022,1958.00,1817.00,30.00,276.00,46.00,64.00,34.00,60.00,44.00,39.00,25.00,390.00,84.00,440.00,345.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2022,6,2/12/2022,1757.00,1649.00,42.00,299.00,42.00,69.00,29.00,40.00,41.00,37.00,22.00,369.00,95.00,263.00,201.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2022,7,2/19/2022,1655.00,1557.00,42.00,297.00,44.00,46.00,15.00,58.00,29.00,43.00,24.00,413.00,78.00,183.00,136.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2022,8,2/26/2022,1544.00,1428.00,29.00,287.00,44.00,48.00,22.00,41.00,38.00,36.00,26.00,361.00,73.00,110.00,78.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2022,9,3/5/2022,1555.00,1444.00,42.00,288.00,48.00,33.00,19.00,44.00,42.00,35.00,19.00,365.00,93.00,70.00,51.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2022,10,3/12/2022,1498.00,1376.00,40.00,313.00,35.00,26.00,17.00,47.00,26.00,42.00,24.00,352.00,83.00,70.00,45.00,,,,,,,,,,,,,,,
2/8/2023,New Jersey,2022,11,3/19/2022,1426.00,1319.00,44.00,297.00,45.00,47.00,16.00,51.00,44.00,29.00,24.00,342.00,54.00,42.00,33.00,,,,,,,,,,,,,,,
