Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
2/8/2023,Connecticut,2020,26,6/27/2020,598.00,547.00,12.00,128.00,17.00,14.00,,21.00,,,,134.00,26.00,44.00,33.00,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2020,27,7/4/2020,553.00,500.00,,118.00,12.00,18.00,,21.00,,12.00,,129.00,21.00,24.00,18.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2020,28,7/11/2020,611.00,545.00,,139.00,13.00,17.00,,25.00,,,,136.00,18.00,25.00,17.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2020,29,7/18/2020,569.00,496.00,10.00,115.00,15.00,13.00,,22.00,16.00,,,124.00,33.00,15.00,12.00,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2020,30,7/25/2020,586.00,525.00,,111.00,16.00,27.00,,22.00,,,,138.00,30.00,15.00,12.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2020,31,8/1/2020,555.00,479.00,,129.00,15.00,19.00,,13.00,,11.00,,124.00,23.00,10.00,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
2/8/2023,Connecticut,2020,32,8/8/2020,593.00,524.00,,132.00,20.00,27.00,,19.00,10.00,,,128.00,31.00,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,Connecticut,2020,33,8/15/2020,574.00,532.00,,132.00,15.00,18.00,,24.00,,,,126.00,28.00,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,Connecticut,2020,34,8/22/2020,571.00,512.00,,116.00,19.00,25.00,,26.00,,12.00,,113.00,26.00,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,Connecticut,2020,35,8/29/2020,532.00,492.00,,118.00,13.00,18.00,,15.00,10.00,,,108.00,29.00,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,Connecticut,2020,36,9/5/2020,574.00,510.00,,117.00,17.00,25.00,14.00,15.00,,,,112.00,27.00,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,Connecticut,2020,37,9/12/2020,571.00,513.00,14.00,126.00,,14.00,13.00,19.00,10.00,,,115.00,26.00,,,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,Connecticut,2020,38,9/19/2020,579.00,518.00,10.00,127.00,14.00,16.00,,22.00,,12.00,,124.00,24.00,12.00,11.00,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2020,39,9/26/2020,644.00,574.00,11.00,131.00,17.00,17.00,,34.00,,,,148.00,38.00,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,Connecticut,2020,40,10/3/2020,623.00,566.00,,147.00,16.00,28.00,,23.00,10.00,13.00,,124.00,26.00,16.00,16.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2020,41,10/10/2020,637.00,567.00,12.00,152.00,10.00,19.00,,14.00,16.00,13.00,,123.00,31.00,17.00,14.00,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2020,42,10/17/2020,619.00,578.00,13.00,133.00,18.00,19.00,,17.00,10.00,14.00,,135.00,40.00,31.00,28.00,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2020,43,10/24/2020,683.00,615.00,,143.00,18.00,25.00,,27.00,,13.00,,127.00,25.00,32.00,30.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2020,44,10/31/2020,639.00,592.00,12.00,128.00,20.00,15.00,,18.00,,20.00,,126.00,25.00,62.00,55.00,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2020,45,11/7/2020,727.00,660.00,,144.00,20.00,20.00,10.00,25.00,,10.00,,149.00,37.00,68.00,59.00,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2020,46,11/14/2020,685.00,632.00,10.00,117.00,15.00,20.00,10.00,19.00,12.00,16.00,11.00,143.00,25.00,79.00,67.00,,,,,,,,,,,,,,,
2/8/2023,Connecticut,2020,47,11/21/2020,759.00,698.00,14.00,128.00,15.00,21.00,,21.00,,11.00,,137.00,29.00,130.00,121.00,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2020,48,11/28/2020,757.00,699.00,10.00,125.00,10.00,22.00,,22.00,10.00,,,145.00,26.00,165.00,155.00,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2020,49,12/5/2020,844.00,780.00,12.00,139.00,14.00,32.00,,26.00,,,,141.00,24.00,218.00,204.00,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2020,50,12/12/2020,846.00,787.00,10.00,141.00,15.00,22.00,,22.00,11.00,10.00,,132.00,27.00,227.00,208.00,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2020,51,12/19/2020,871.00,819.00,16.00,130.00,24.00,19.00,10.00,22.00,,13.00,,147.00,38.00,253.00,231.00,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2020,52,12/26/2020,920.00,857.00,14.00,131.00,26.00,23.00,17.00,27.00,10.00,12.00,,158.00,36.00,239.00,224.00,,,,,,,,,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2020,53,1/2/2021,918.00,857.00,,133.00,19.00,18.00,10.00,24.00,16.00,,,135.00,34.00,298.00,275.00,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,1,1/9/2021,860.00,795.00,12.00,137.00,14.00,28.00,,23.00,18.00,,,128.00,34.00,242.00,220.00,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,2,1/16/2021,869.00,801.00,,140.00,22.00,24.00,,21.00,10.00,15.00,,140.00,31.00,249.00,219.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,3,1/23/2021,862.00,811.00,11.00,121.00,22.00,22.00,,25.00,,12.00,10.00,145.00,35.00,252.00,234.00,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
2/8/2023,Connecticut,2021,4,1/30/2021,827.00,766.00,10.00,146.00,18.00,29.00,,24.00,,,,126.00,33.00,185.00,167.00,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,5,2/6/2021,786.00,725.00,15.00,122.00,14.00,18.00,,34.00,,10.00,,142.00,30.00,178.00,161.00,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,6,2/13/2021,734.00,679.00,14.00,130.00,15.00,20.00,,20.00,,11.00,,135.00,26.00,144.00,130.00,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,7,2/20/2021,683.00,616.00,,120.00,19.00,23.00,,16.00,12.00,11.00,,139.00,17.00,91.00,78.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,8,2/27/2021,676.00,622.00,,116.00,13.00,21.00,,27.00,,16.00,,123.00,47.00,81.00,72.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,9,3/6/2021,648.00,603.00,11.00,113.00,17.00,20.00,13.00,16.00,,15.00,,129.00,23.00,66.00,55.00,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,10,3/13/2021,646.00,587.00,,113.00,18.00,29.00,,24.00,12.00,11.00,,128.00,25.00,64.00,51.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,11,3/20/2021,644.00,584.00,,137.00,19.00,16.00,,24.00,10.00,,,129.00,28.00,52.00,48.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,12,3/27/2021,665.00,597.00,,148.00,14.00,15.00,,27.00,17.00,,,128.00,28.00,47.00,39.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,13,4/3/2021,614.00,562.00,,111.00,16.00,17.00,,20.00,,16.00,,141.00,24.00,49.00,43.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,14,4/10/2021,581.00,510.00,12.00,122.00,,16.00,,18.00,,12.00,,122.00,24.00,39.00,37.00,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,15,4/17/2021,608.00,560.00,,128.00,14.00,16.00,,22.00,12.00,16.00,0.00,128.00,28.00,44.00,41.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
2/8/2023,Connecticut,2021,16,4/24/2021,608.00,549.00,,119.00,15.00,18.00,,17.00,11.00,11.00,,122.00,25.00,50.00,46.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,17,5/1/2021,635.00,573.00,13.00,129.00,17.00,21.00,,19.00,17.00,19.00,11.00,120.00,31.00,48.00,38.00,,,,,,,Suppressed (counts 1-9),,,,,,,,
2/8/2023,Connecticut,2021,18,5/8/2021,635.00,565.00,13.00,108.00,18.00,21.00,10.00,25.00,,,,133.00,39.00,39.00,36.00,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,19,5/15/2021,571.00,515.00,,122.00,,17.00,,16.00,10.00,13.00,,128.00,20.00,35.00,28.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,20,5/22/2021,598.00,516.00,13.00,123.00,13.00,15.00,,23.00,11.00,10.00,,119.00,25.00,18.00,16.00,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,21,5/29/2021,624.00,557.00,,118.00,15.00,22.00,12.00,19.00,,11.00,,143.00,21.00,16.00,16.00,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,22,6/5/2021,558.00,496.00,10.00,113.00,12.00,18.00,,17.00,,17.00,,132.00,23.00,10.00,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
2/8/2023,Connecticut,2021,23,6/12/2021,584.00,503.00,16.00,122.00,11.00,17.00,,12.00,12.00,12.00,,102.00,23.00,10.00,,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
2/8/2023,Connecticut,2021,24,6/19/2021,575.00,509.00,11.00,137.00,17.00,17.00,,23.00,17.00,,,109.00,26.00,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,Connecticut,2021,25,6/26/2021,595.00,534.00,14.00,142.00,10.00,14.00,,23.00,12.00,,13.00,122.00,29.00,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,Connecticut,2021,26,7/3/2021,607.00,543.00,12.00,132.00,,25.00,,21.00,11.00,14.00,,136.00,23.00,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,Connecticut,2021,27,7/10/2021,612.00,547.00,13.00,106.00,19.00,15.00,,36.00,12.00,16.00,,146.00,26.00,,,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,Connecticut,2021,28,7/17/2021,582.00,503.00,13.00,124.00,,22.00,,25.00,12.00,12.00,10.00,100.00,34.00,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,Connecticut,2021,29,7/24/2021,615.00,541.00,10.00,134.00,13.00,16.00,,20.00,12.00,,,147.00,25.00,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,Connecticut,2021,30,7/31/2021,572.00,508.00,16.00,132.00,10.00,14.00,,26.00,11.00,10.00,,109.00,25.00,,,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,Connecticut,2021,31,8/7/2021,613.00,554.00,11.00,121.00,19.00,21.00,10.00,29.00,13.00,,,141.00,34.00,14.00,14.00,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,32,8/14/2021,650.00,573.00,10.00,150.00,16.00,19.00,,17.00,13.00,13.00,,127.00,23.00,28.00,26.00,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,33,8/21/2021,634.00,566.00,10.00,136.00,23.00,18.00,11.00,22.00,12.00,10.00,,118.00,24.00,23.00,21.00,,,,,,,,,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,34,8/28/2021,630.00,572.00,,100.00,13.00,24.00,,22.00,15.00,12.00,,154.00,30.00,37.00,33.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,35,9/4/2021,629.00,557.00,13.00,128.00,17.00,27.00,,17.00,,17.00,,101.00,32.00,45.00,38.00,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,36,9/11/2021,644.00,568.00,15.00,127.00,15.00,25.00,,23.00,18.00,13.00,,116.00,23.00,41.00,40.00,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,37,9/18/2021,685.00,614.00,,148.00,16.00,18.00,,26.00,,20.00,10.00,132.00,24.00,46.00,38.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
2/8/2023,Connecticut,2021,38,9/25/2021,674.00,621.00,14.00,127.00,11.00,28.00,10.00,17.00,20.00,23.00,,123.00,20.00,46.00,44.00,,,,,,,,,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,39,10/2/2021,636.00,576.00,13.00,139.00,10.00,15.00,,26.00,13.00,13.00,,134.00,22.00,42.00,39.00,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,40,10/9/2021,627.00,576.00,,117.00,17.00,23.00,,37.00,17.00,12.00,,122.00,27.00,35.00,29.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,41,10/16/2021,630.00,566.00,14.00,146.00,12.00,20.00,,17.00,,,,117.00,23.00,34.00,29.00,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,42,10/23/2021,678.00,621.00,16.00,125.00,,22.00,15.00,17.00,10.00,10.00,,131.00,45.00,42.00,37.00,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,43,10/30/2021,659.00,599.00,19.00,140.00,10.00,20.00,,23.00,13.00,11.00,13.00,136.00,27.00,25.00,23.00,,,,,,,Suppressed (counts 1-9),,,,,,,,
2/8/2023,Connecticut,2021,44,11/6/2021,681.00,617.00,16.00,132.00,16.00,15.00,16.00,29.00,19.00,10.00,15.00,125.00,24.00,31.00,30.00,,,,,,,,,,,,,,,
2/8/2023,Connecticut,2021,45,11/13/2021,685.00,629.00,,134.00,18.00,24.00,11.00,21.00,,13.00,12.00,129.00,33.00,38.00,32.00,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
2/8/2023,Connecticut,2021,46,11/20/2021,680.00,622.00,11.00,119.00,12.00,27.00,13.00,24.00,15.00,15.00,,144.00,34.00,35.00,31.00,,,,,,,,,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,47,11/27/2021,712.00,647.00,14.00,121.00,20.00,31.00,10.00,24.00,12.00,14.00,,122.00,37.00,52.00,48.00,,,,,,,,,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,48,12/4/2021,768.00,701.00,,123.00,14.00,18.00,12.00,31.00,15.00,20.00,,161.00,35.00,50.00,47.00,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,49,12/11/2021,750.00,687.00,12.00,130.00,,24.00,12.00,25.00,13.00,15.00,,142.00,27.00,83.00,77.00,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2021,50,12/18/2021,718.00,656.00,,120.00,15.00,19.00,12.00,24.00,16.00,17.00,12.00,147.00,25.00,80.00,77.00,,,Suppressed (counts 1-9),,,,,,,,,,,,
2/8/2023,Connecticut,2021,51,12/25/2021,756.00,695.00,11.00,129.00,18.00,29.00,10.00,24.00,11.00,10.00,11.00,139.00,29.00,110.00,102.00,,,,,,,,,,,,,,,
2/8/2023,Connecticut,2021,52,1/1/2022,808.00,744.00,15.00,124.00,26.00,27.00,10.00,21.00,13.00,15.00,,164.00,30.00,123.00,110.00,,,,,,,,,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2022,1,1/8/2022,921.00,864.00,,145.00,16.00,26.00,13.00,26.00,,13.00,,175.00,24.00,215.00,192.00,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2022,2,1/15/2022,911.00,851.00,14.00,130.00,12.00,28.00,10.00,24.00,13.00,26.00,14.00,145.00,31.00,261.00,226.00,,,,,,,,,,,,,,,
2/8/2023,Connecticut,2022,3,1/22/2022,988.00,912.00,10.00,126.00,16.00,31.00,10.00,17.00,15.00,17.00,,174.00,30.00,303.00,263.00,,,,,,,,,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2022,4,1/29/2022,814.00,764.00,,126.00,18.00,19.00,13.00,23.00,14.00,19.00,,135.00,38.00,177.00,158.00,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2022,5,2/5/2022,846.00,790.00,12.00,140.00,20.00,28.00,,35.00,10.00,27.00,11.00,153.00,24.00,174.00,139.00,,,,,,,Suppressed (counts 1-9),,,,,,,,
2/8/2023,Connecticut,2022,6,2/12/2022,796.00,729.00,11.00,128.00,15.00,22.00,11.00,23.00,16.00,23.00,,147.00,37.00,117.00,97.00,,,,,,,,,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2022,7,2/19/2022,711.00,639.00,,129.00,13.00,21.00,10.00,19.00,15.00,19.00,,142.00,32.00,73.00,57.00,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2022,8,2/26/2022,659.00,603.00,,117.00,10.00,25.00,10.00,27.00,14.00,22.00,,139.00,24.00,53.00,43.00,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2022,9,3/5/2022,675.00,617.00,,123.00,21.00,26.00,,23.00,13.00,18.00,12.00,161.00,27.00,34.00,29.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
2/8/2023,Connecticut,2022,10,3/12/2022,627.00,569.00,,116.00,14.00,14.00,,24.00,14.00,16.00,,153.00,28.00,20.00,16.00,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2022,11,3/19/2022,633.00,557.00,,152.00,11.00,17.00,,22.00,17.00,,,129.00,31.00,12.00,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
2/8/2023,Connecticut,2022,12,3/26/2022,598.00,545.00,11.00,141.00,16.00,21.00,,19.00,,14.00,,132.00,29.00,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2/8/2023,Connecticut,2022,13,4/2/2022,629.00,564.00,,137.00,16.00,17.00,13.00,30.00,10.00,14.00,,121.00,28.00,13.00,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
2/8/2023,Connecticut,2022,14,4/9/2022,634.00,577.00,12.00,124.00,12.00,20.00,,24.00,13.00,12.00,15.00,139.00,32.00,12.00,11.00,,,,,,,Suppressed (counts 1-9),,,,,,,,
2/8/2023,Connecticut,2022,15,4/16/2022,630.00,572.00,10.00,113.00,11.00,19.00,11.00,24.00,21.00,14.00,,140.00,36.00,13.00,12.00,,,,,,,,,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2022,16,4/23/2022,638.00,581.00,17.00,115.00,11.00,23.00,,24.00,17.00,10.00,,126.00,36.00,15.00,,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
2/8/2023,Connecticut,2022,17,4/30/2022,615.00,562.00,13.00,115.00,15.00,15.00,12.00,22.00,11.00,19.00,,119.00,38.00,25.00,18.00,,,,,,,,,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2022,18,5/7/2022,617.00,546.00,,125.00,14.00,19.00,12.00,26.00,12.00,10.00,,99.00,36.00,23.00,19.00,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2022,19,5/14/2022,661.00,597.00,11.00,131.00,17.00,16.00,,26.00,15.00,12.00,,130.00,24.00,21.00,19.00,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2022,20,5/21/2022,649.00,585.00,12.00,108.00,17.00,24.00,15.00,31.00,15.00,18.00,11.00,141.00,32.00,28.00,20.00,,,,,,,,,,,,,,,
2/8/2023,Connecticut,2022,21,5/28/2022,631.00,572.00,10.00,126.00,23.00,10.00,11.00,27.00,16.00,13.00,,126.00,22.00,32.00,21.00,,,,,,,,,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2022,22,6/4/2022,617.00,557.00,,133.00,10.00,19.00,15.00,21.00,,18.00,,137.00,29.00,23.00,17.00,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2022,23,6/11/2022,574.00,517.00,,142.00,,18.00,12.00,17.00,11.00,,,120.00,24.00,23.00,13.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2022,24,6/18/2022,608.00,546.00,,124.00,12.00,13.00,10.00,20.00,22.00,16.00,11.00,121.00,31.00,28.00,22.00,,,Suppressed (counts 1-9),,,,,,,,,,,,
2/8/2023,Connecticut,2022,25,6/25/2022,592.00,534.00,,128.00,,21.00,,24.00,13.00,12.00,,127.00,28.00,16.00,12.00,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2022,26,7/2/2022,660.00,584.00,10.00,144.00,17.00,20.00,,20.00,17.00,18.00,,125.00,32.00,26.00,22.00,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2/8/2023,Connecticut,2022,27,7/9/2022,616.00,556.00,,133.00,17.00,16.00,12.00,20.00,11.00,18.00,,118.00,25.00,23.00,16.00,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
